A_WEBC_URL	STATE	ICS_SCC	ICS_LOBS
2015/I_HB_4664.html	MI	800-Legal procedure / proceedings	
2015/I_HB_4664.html	MI	760-Premium rates / rating organizations	
2015/I_HB_4664.html	MI	720-Information practices	
2015/I_HB_4664.html	MI	290-Self insurance / insurers	
2015/I_HB_4664.html	MI	700-Trade practices	
2015/I_HB_4664.html	MI	160-Workers compensation insurance / insurers	
2015/I_HB_4664.html	MI	080-Group insurance (all lines)	
2015/I_HB_4664.html	MI	003-Statutory repeals	Commercial P&C
2015/I_HB_4665.html	MI	800-Legal procedure / proceedings	
2015/I_HB_4665.html	MI	840-Government agencies	
2015/I_HB_4665.html	MI	125-Professional liability insurance / insurers	
2015/I_HB_4665.html	MI	720-Information practices	
2015/I_HB_4665.html	MI	120-Casualty and liability insurance / insurers	
2015/I_HB_4665.html	MI	003-Statutory repeals	Commercial P&C
2015/I_HB_4665.html	MI	300-The policy	
2015/I_HB_4665.html	MI	360-Filing and reporting requirements	
2015/I_HB_4666_R_1.html	MI	840-Government agencies	
2015/I_HB_4666_R_1.html	MI	125-Professional liability insurance / insurers	
2015/I_HB_4666_R_1.html	MI	300-The policy	
2015/I_HB_4666_R_1.html	MI	360-Filing and reporting requirements	
2015/I_HB_4666_R_1.html	MI	120-Casualty and liability insurance / insurers	Commercial P&C
2015/I_HB_4666_R_1.html	MI	800-Legal procedure / proceedings	
2015/I_HB_4666_R_1.html	MI	720-Information practices	
2015/I_HB_4667.html	MI	003-Statutory repeals	Commercial P&C
2015/I_HB_4667.html	MI	120-Casualty and liability insurance / insurers	
2015/I_HB_4667.html	MI	700-Trade practices	
2015/I_HB_4667.html	MI	840-Government agencies	
2015/I_HB_4668.html	MI	300-The policy	
2015/I_HB_4668.html	MI	720-Information practices	
2015/I_HB_4668.html	MI	800-Legal procedure / proceedings	
2015/I_HB_4668.html	MI	840-Government agencies	
2015/I_HB_4668.html	MI	120-Casualty and liability insurance / insurers	
2015/I_HB_4668.html	MI	240-Suretyship	Commercial P&C
2015/I_HB_467.html	PA	160-Workers compensation insurance / insurers	Commercial P&C
2015/I_HB_467.html	MT	800-Legal procedure / proceedings	Personal P&C
2015/I_HB_467.html	MT	120-Casualty and liability insurance / insurers	Commercial P&C
2015/I_HB_467.html	PA	300-The policy	
2015/I_HB_468.html	MD	290-Self insurance / insurers	
2015/I_HB_468.html	MD	300-The policy	
2015/I_HB_468.html	MD	360-Filing and reporting requirements	
2015/I_HB_468.html	MD	560-Finance and investments	
2015/I_HB_468.html	MD	760-Premium rates / rating organizations	
2015/I_HB_468.html	MO	580-Fees and taxes	Life
2015/I_HB_468.html	MD	004-Duedates	Commercial P&C
2015/I_HB_468.html	MD	160-Workers compensation insurance / insurers	
2015/I_HB_468.html	MO	010-All/unspecified lines	Commercial P&C
2015/I_HB_468.html	MO	500-Corporate organization and governance	Health
2015/I_HB_468.html	MD	840-Government agencies	
2015/I_HB_470.html	GA	800-Legal procedure / proceedings	
2015/I_HB_470.html	MT	580-Fees and taxes	
2015/I_HB_470.html	MD	125-Professional liability insurance / insurers	Commercial P&C
2015/I_HB_470.html	MD	300-The policy	
2015/I_HB_470.html	MD	800-Legal procedure / proceedings	
2015/I_HB_470.html	KY	010-All/unspecified lines	Commercial P&C
2015/I_HB_470.html	KY	800-Legal procedure / proceedings	Health
2015/I_HB_470.html	GA	060-Health insurance / insurers	Health
2015/I_HB_470.html	GA	065-Health service corporations	
2015/I_HB_470.html	GA	080-Group insurance (all lines)	
2015/I_HB_470.html	GA	300-The policy	
2015/I_HB_470.html	GA	560-Finance and investments	
2015/I_HB_470.html	GA	580-Fees and taxes	
2015/I_HB_470.html	GA	720-Information practices	
2015/I_HB_470.html	MT	260-Credit insurance	Personal P&C
2015/I_HB_470.html	MT	300-The policy	
2015/I_HB_470.html	MT	560-Finance and investments	
2015/I_HB_470.html	GA	840-Government agencies	
2015/I_HB_471.html	MO	840-Government agencies	
2015/I_HB_471.html	TN	010-All/unspecified lines	Commercial P&C
2015/I_HB_471.html	TN	840-Government agencies	Health
2015/I_HB_471.html	MO	060-Health insurance / insurers	Health
2015/I_HB_471.html	MO	065-Health service corporations	
2015/I_HB_471.html	MO	080-Group insurance (all lines)	
2015/I_HB_471.html	MO	300-The policy	
2015/I_HB_4718.html	MI	060-Health insurance / insurers	Health
2015/I_HB_4718.html	MI	065-Health service corporations	
2015/I_HB_4718.html	MI	320-Mandated health benefits	
2015/I_HB_4718.html	MI	300-The policy	
2015/I_HB_4718.html	MI	080-Group insurance (all lines)	
2015/I_HB_4728.html	MI	080-Group insurance (all lines)	
2015/I_HB_4728.html	MI	065-Health service corporations	
2015/I_HB_4728.html	MI	060-Health insurance / insurers	Health
2015/I_HB_4728.html	MI	840-Government agencies	
2015/I_HB_4728.html	MI	960-Federal Law citations	
2015/I_HB_4729.html	MI	010-All/unspecified lines	Commercial P&C
2015/I_HB_473.html	GA	060-Health insurance / insurers	Health
2015/I_HB_473.html	MT	840-Government agencies	
2015/I_HB_473.html	GA	080-Group insurance (all lines)	
2015/I_HB_473.html	GA	300-The policy	
2015/I_HB_473.html	GA	560-Finance and investments	
2015/I_HB_473.html	GA	580-Fees and taxes	
2015/I_HB_473.html	GA	720-Information practices	
2015/I_HB_473.html	GA	800-Legal procedure / proceedings	
2015/I_HB_473.html	GA	065-Health service corporations	
2015/I_HB_473.html	MT	300-The policy	Personal P&C
2015/I_HB_473.html	MT	140-Automobile insurance / insurers	Commercial P&C
2015/I_HB_4730.html	MI	360-Filing and reporting requirements	Personal P&C
2015/I_HB_4730.html	MI	003-Statutory repeals	Commercial P&C
2015/I_HB_4730.html	MI	700-Trade practices	
2015/I_HB_4730.html	MI	720-Information practices	
2015/I_HB_4730.html	MI	760-Premium rates / rating organizations	
2015/I_HB_4730.html	MI	580-Fees and taxes	
2015/I_HB_4730.html	MI	004-Duedates	Health
2015/I_HB_4730.html	MI	010-All/unspecified lines	Life
2015/I_HB_4735.html	MI	140-Automobile insurance / insurers	Commercial P&C
2015/I_HB_4735.html	MI	720-Information practices	Personal P&C
2015/I_HB_4736_R_3.html	MI	840-Government agencies	
2015/I_HB_4736_R_3.html	MI	960-Federal Law citations	
2015/I_HB_4736_R_3.html	MI	580-Fees and taxes	
2015/I_HB_4736_R_3.html	MI	560-Finance and investments	Personal P&C
2015/I_HB_4736_R_3.html	MI	140-Automobile insurance / insurers	Commercial P&C
2015/I_HB_474.html	LA	580-Fees and taxes	Health
2015/I_HB_474.html	LA	010-All/unspecified lines	Commercial P&C
2015/I_HB_474.html	PA	300-The policy	
2015/I_HB_474.html	NM	100-Property and fire insurance / insurers	Commercial P&C
2015/I_HB_474.html	NM	560-Finance and investments	Personal P&C
2015/I_HB_474.html	NM	840-Government agencies	
2015/I_HB_474.html	NM	860-Fire Marshal	
2015/I_HB_474.html	PA	140-Automobile insurance / insurers	Personal P&C
2015/I_HB_4742.html	MI	840-Government agencies	
2015/I_HB_4742.html	MI	800-Legal procedure / proceedings	
2015/I_HB_4742.html	MI	720-Information practices	
2015/I_HB_4742.html	MI	080-Group insurance (all lines)	Personal P&C
2015/I_HB_4742.html	MI	065-Health service corporations	Life
2015/I_HB_4742.html	MI	060-Health insurance / insurers	Health
2015/I_HB_4742.html	MI	010-All/unspecified lines	Commercial P&C
2015/I_HB_4743.html	MI	010-All/unspecified lines	Commercial P&C
2015/I_HB_4743.html	MI	800-Legal procedure / proceedings	Health
2015/I_HB_4744.html	MI	840-Government agencies	Personal P&C
2015/I_HB_4744.html	MI	800-Legal procedure / proceedings	Life
2015/I_HB_4744.html	MI	620-Financial institutions	Health
2015/I_HB_4744.html	MI	010-All/unspecified lines	Commercial P&C
2015/I_HB_4744.html	MI	960-Federal Law citations	
2015/I_HB_475.html	TN	300-The policy	
2015/I_HB_475.html	TN	065-Health service corporations	
2015/I_HB_475.html	TN	580-Fees and taxes	
2015/I_HB_475.html	VT	060-Health insurance / insurers	Health
2015/I_HB_475.html	VT	065-Health service corporations	
2015/I_HB_475.html	VT	080-Group insurance (all lines)	
2015/I_HB_475.html	VT	300-The policy	
2015/I_HB_475.html	VT	500-Corporate organization and governance	
2015/I_HB_475.html	VT	560-Finance and investments	
2015/I_HB_475.html	VT	580-Fees and taxes	
2015/I_HB_475.html	VT	800-Legal procedure / proceedings	
2015/I_HB_475.html	VT	840-Government agencies	
2015/I_HB_475.html	TX	120-Casualty and liability insurance / insurers	Commercial P&C
2015/I_HB_475.html	TX	800-Legal procedure / proceedings	Personal P&C
2015/I_HB_475.html	TN	060-Health insurance / insurers	Health
2015/I_HB_475.html	TN	080-Group insurance (all lines)	
2015/I_HB_4752.html	MI	840-Government agencies	
2015/I_HB_4752.html	MI	140-Automobile insurance / insurers	Commercial P&C
2015/I_HB_4752.html	MI	720-Information practices	Personal P&C
2015/I_HB_4754.html	MI	010-All/unspecified lines	Commercial P&C
2015/I_HB_4754.html	MI	720-Information practices	Health
2015/I_HB_4754.html	MI	840-Government agencies	Life
2015/I_HB_476.html	IL	580-Fees and taxes	Life
2015/I_HB_476.html	IL	010-All/unspecified lines	Health
2015/I_HB_476.html	IL	001-Technical corrections	Commercial P&C
2015/I_HB_4762.html	MI	580-Fees and taxes	Personal P&C
2015/I_HB_4762.html	MI	140-Automobile insurance / insurers	Commercial P&C
2015/I_HB_4762.html	MI	840-Government agencies	
2015/I_HB_4764.html	MI	800-Legal procedure / proceedings	
2015/I_HB_4764.html	MI	840-Government agencies	
2015/I_HB_4764.html	MI	720-Information practices	
2015/I_HB_4764.html	MI	300-The policy	
2015/I_HB_4764.html	MI	080-Group insurance (all lines)	
2015/I_HB_4764.html	MI	065-Health service corporations	
2015/I_HB_4764.html	MI	960-Federal Law citations	
2015/I_HB_4764.html	MI	003-Statutory repeals	Health
2015/I_HB_4764.html	MI	060-Health insurance / insurers	
2015/I_HB_477.html	VT	010-All/unspecified lines	Commercial P&C
2015/I_HB_477.html	VT	720-Information practices	Health
2015/I_HB_477.html	VT	840-Government agencies	Life
2015/I_HB_477.html	NM	010-All/unspecified lines	Commercial P&C
2015/I_HB_477.html	NH	840-Government agencies	
2015/I_HB_477.html	NM	560-Finance and investments	Life
2015/I_HB_477.html	NH	160-Workers compensation insurance / insurers	Commercial P&C
2015/I_HB_477.html	NH	300-The policy	
2015/I_HB_477.html	NM	400-Insurance representatives	Health
2015/I_HB_478.html	NH	840-Government agencies	Health
2015/I_HB_478.html	NH	010-All/unspecified lines	Commercial P&C
2015/I_HB_4780.html	MI	010-All/unspecified lines	Commercial P&C
2015/I_HB_4780.html	MI	580-Fees and taxes	Health
2015/I_HB_4782.html	MI	300-The policy	Personal P&C
2015/I_HB_4782.html	MI	140-Automobile insurance / insurers	Commercial P&C
2015/I_HB_479.html	NH	300-The policy	Personal P&C
2015/I_HB_479.html	NH	140-Automobile insurance / insurers	Commercial P&C
2015/I_HB_48.html	HI	300-The policy	
2015/I_HB_48.html	HI	240-Suretyship	
2015/I_HB_48.html	HI	080-Group insurance (all lines)	
2015/I_HB_48.html	HI	960-Federal Law citations	
2015/I_HB_48.html	HI	840-Government agencies	
2015/I_HB_48.html	HI	065-Health service corporations	
2015/I_HB_48.html	HI	560-Finance and investments	
2015/I_HB_48.html	HI	720-Information practices	
2015/I_HB_48.html	HI	060-Health insurance / insurers	Health
2015/I_HB_480.html	NH	120-Casualty and liability insurance / insurers	Commercial P&C
2015/I_HB_480.html	PA	840-Government agencies	Personal P&C
2015/I_HB_480.html	PA	140-Automobile insurance / insurers	Commercial P&C
2015/I_HB_480.html	KY	240-Suretyship	
2015/I_HB_480.html	KY	140-Automobile insurance / insurers	Commercial P&C
2015/I_HB_480.html	MO	065-Health service corporations	
2015/I_HB_480.html	MO	080-Group insurance (all lines)	
2015/I_HB_480.html	MO	300-The policy	
2015/I_HB_480.html	MO	320-Mandated health benefits	
2015/I_HB_480.html	NH	300-The policy	Personal P&C
2015/I_HB_480.html	NH	800-Legal procedure / proceedings	
2015/I_HB_480.html	KY	300-The policy	
2015/I_HB_480.html	KY	580-Fees and taxes	
2015/I_HB_480.html	NM	060-Health insurance / insurers	Health
2015/I_HB_480.html	NM	065-Health service corporations	
2015/I_HB_480.html	NM	080-Group insurance (all lines)	
2015/I_HB_480.html	NM	560-Finance and investments	
2015/I_HB_480.html	MO	060-Health insurance / insurers	Health
2015/I_HB_480.html	NM	960-Federal Law citations	
2015/I_HB_481.html	MT	620-Financial institutions	
2015/I_HB_481.html	NH	299-Miscellaneous lines	
2015/I_HB_481.html	NH	240-Suretyship	
2015/I_HB_481.html	NH	300-The policy	
2015/I_HB_481.html	NH	120-Casualty and liability insurance / insurers	Commercial P&C
2015/I_HB_481.html	VT	065-Health service corporations	
2015/I_HB_481.html	VT	060-Health insurance / insurers	Health
2015/I_HB_481.html	VT	840-Government agencies	
2015/I_HB_481.html	VT	800-Legal procedure / proceedings	
2015/I_HB_481.html	VT	720-Information practices	
2015/I_HB_481.html	VT	580-Fees and taxes	
2015/I_HB_481.html	VT	560-Finance and investments	
2015/I_HB_481.html	VT	300-The policy	
2015/I_HB_481.html	MT	720-Information practices	
2015/I_HB_481.html	MT	580-Fees and taxes	
2015/I_HB_481.html	MT	560-Finance and investments	
2015/I_HB_481.html	MT	540-Securities	Life
2015/I_HB_481.html	MT	960-Federal Law citations	
2015/I_HB_481.html	MT	840-Government agencies	
2015/I_HB_481.html	MT	800-Legal procedure / proceedings	
2015/I_HB_481.html	VT	080-Group insurance (all lines)	
2015/I_HB_482.html	LA	010-All/unspecified lines	Commercial P&C
2015/I_HB_482.html	LA	560-Finance and investments	Health
2015/I_HB_482.html	LA	580-Fees and taxes	Life
2015/I_HB_482.html	GA	060-Health insurance / insurers	Health
2015/I_HB_482.html	GA	065-Health service corporations	
2015/I_HB_482.html	GA	080-Group insurance (all lines)	
2015/I_HB_482.html	MO	580-Fees and taxes	Health
2015/I_HB_482.html	MO	620-Financial institutions	Life
2015/I_HB_482.html	MO	840-Government agencies	Personal P&C
2015/I_HB_482.html	MO	010-All/unspecified lines	Commercial P&C
2015/I_HB_482.html	KY	060-Health insurance / insurers	Commercial P&C
2015/I_HB_482.html	KY	065-Health service corporations	Health
2015/I_HB_482.html	KY	080-Group insurance (all lines)	
2015/I_HB_482.html	KY	120-Casualty and liability insurance / insurers	
2015/I_HB_482.html	KY	300-The policy	
2015/I_HB_482.html	KY	360-Filing and reporting requirements	
2015/I_HB_482.html	KY	560-Finance and investments	
2015/I_HB_482.html	KY	720-Information practices	
2015/I_HB_482.html	KY	800-Legal procedure / proceedings	
2015/I_HB_482.html	KY	840-Government agencies	
2015/I_HB_482.html	KY	960-Federal Law citations	
2015/I_HB_482.html	VT	020-Life insurance / insurers	Health
2015/I_HB_482.html	VT	040-Annuities	Life
2015/I_HB_482.html	VT	060-Health insurance / insurers	
2015/I_HB_482.html	VT	065-Health service corporations	
2015/I_HB_482.html	VT	080-Group insurance (all lines)	
2015/I_HB_482.html	VT	300-The policy	
2015/I_HB_482.html	VT	360-Filing and reporting requirements	
2015/I_HB_482.html	VT	560-Finance and investments	
2015/I_HB_482.html	VT	580-Fees and taxes	
2015/I_HB_482.html	VT	700-Trade practices	
2015/I_HB_482.html	VT	720-Information practices	
2015/I_HB_482.html	VT	760-Premium rates / rating organizations	
2015/I_HB_482.html	VT	800-Legal procedure / proceedings	
2015/I_HB_482.html	VT	840-Government agencies	
2015/I_HB_482.html	VT	960-Federal Law citations	
2015/I_HB_482.html	NH	100-Property and fire insurance / insurers	Commercial P&C
2015/I_HB_482.html	NH	120-Casualty and liability insurance / insurers	Personal P&C
2015/I_HB_482.html	NH	300-The policy	
2015/I_HB_482.html	NH	400-Insurance representatives	
2015/I_HB_482.html	NH	840-Government agencies	
2015/I_HB_4821.html	MI	720-Information practices	
2015/I_HB_4821.html	MI	840-Government agencies	
2015/I_HB_4821.html	MI	160-Workers compensation insurance / insurers	Commercial P&C
2015/I_HB_4821.html	MI	300-The policy	
2015/I_HB_4826.html	MI	300-The policy	Personal P&C
2015/I_HB_4826.html	MI	140-Automobile insurance / insurers	Commercial P&C
2015/I_HB_4826.html	MI	720-Information practices	
2015/I_HB_4826.html	MI	800-Legal procedure / proceedings	
2015/I_HB_4826.html	MI	840-Government agencies	
2015/I_HB_4827.html	MI	840-Government agencies	
2015/I_HB_4827.html	MI	720-Information practices	
2015/I_HB_4827.html	MI	120-Casualty and liability insurance / insurers	Commercial P&C
2015/I_HB_4827.html	MI	700-Trade practices	Health
2015/I_HB_4836.html	MI	840-Government agencies	
2015/I_HB_4836.html	MI	940-Model Laws	
2015/I_HB_4836.html	MI	060-Health insurance / insurers	Health
2015/I_HB_4836.html	MI	065-Health service corporations	
2015/I_HB_4836.html	MI	960-Federal Law citations	
2015/I_HB_4836.html	MI	300-The policy	
2015/I_HB_4836.html	MI	360-Filing and reporting requirements	
2015/I_HB_4836.html	MI	400-Insurance representatives	
2015/I_HB_4836.html	MI	720-Information practices	
2015/I_HB_4836.html	MI	080-Group insurance (all lines)	
2015/I_HB_484.html	KY	010-All/unspecified lines	Commercial P&C
2015/I_HB_484.html	NH	840-Government agencies	
2015/I_HB_484.html	KY	560-Finance and investments	Life
2015/I_HB_484.html	KY	580-Fees and taxes	Personal P&C
2015/I_HB_484.html	KY	840-Government agencies	
2015/I_HB_484.html	KY	960-Federal Law citations	
2015/I_HB_484.html	GA	020-Life insurance / insurers	Life
2015/I_HB_484.html	GA	300-The policy	
2015/I_HB_484.html	GA	720-Information practices	
2015/I_HB_484.html	GA	760-Premium rates / rating organizations	
2015/I_HB_484.html	KY	520-Acquisition of control	Health
2015/I_HB_484.html	NH	800-Legal procedure / proceedings	
2015/I_HB_484.html	NH	580-Fees and taxes	
2015/I_HB_484.html	NH	300-The policy	
2015/I_HB_484.html	NH	060-Health insurance / insurers	Health
2015/I_HB_484.html	NH	065-Health service corporations	
2015/I_HB_484.html	NH	080-Group insurance (all lines)	
2015/I_HB_4844.html	MI	840-Government agencies	Personal P&C
2015/I_HB_4844.html	MI	720-Information practices	Life
2015/I_HB_4844.html	MI	360-Filing and reporting requirements	Health
2015/I_HB_4844.html	MI	010-All/unspecified lines	Commercial P&C
2015/I_HB_486.html	KY	100-Property and fire insurance / insurers	Commercial P&C
2015/I_HB_486.html	KY	360-Filing and reporting requirements	Personal P&C
2015/I_HB_486.html	KY	760-Premium rates / rating organizations	
2015/I_HB_486.html	KY	860-Fire Marshal	
2015/I_HB_486.html	GA	800-Legal procedure / proceedings	Life
2015/I_HB_486.html	GA	010-All/unspecified lines	Commercial P&C
2015/I_HB_486.html	MT	300-The policy	Personal P&C
2015/I_HB_486.html	GA	720-Information practices	Health
2015/I_HB_486.html	MT	140-Automobile insurance / insurers	Commercial P&C
2015/I_HB_4867.html	MI	010-All/unspecified lines	Commercial P&C
2015/I_HB_4867.html	MI	800-Legal procedure / proceedings	Health
2015/I_HB_487.html	KY	140-Automobile insurance / insurers	Commercial P&C
2015/I_HB_487.html	KY	300-The policy	Personal P&C
2015/I_HB_487.html	KY	700-Trade practices	
2015/I_HB_487.html	KY	720-Information practices	
2015/I_HB_487.html	KY	760-Premium rates / rating organizations	
2015/I_HB_487.html	VT	060-Health insurance / insurers	Commercial P&C
2015/I_HB_487.html	VT	840-Government agencies	
2015/I_HB_487.html	VT	080-Group insurance (all lines)	
2015/I_HB_487.html	VT	125-Professional liability insurance / insurers	
2015/I_HB_487.html	VT	300-The policy	
2015/I_HB_487.html	VT	720-Information practices	
2015/I_HB_487.html	VT	800-Legal procedure / proceedings	
2015/I_HB_487.html	VT	065-Health service corporations	Health
2015/I_HB_488.html	GA	120-Casualty and liability insurance / insurers	Commercial P&C
2015/I_HB_488.html	GA	240-Suretyship	Personal P&C
2015/I_HB_488.html	MT	800-Legal procedure / proceedings	Personal P&C
2015/I_HB_488.html	GA	300-The policy	
2015/I_HB_488.html	MT	140-Automobile insurance / insurers	Commercial P&C
2015/I_HB_488.html	GA	290-Self insurance / insurers	
2015/I_HB_489.html	HI	300-The policy	Personal P&C
2015/I_HB_489.html	HI	140-Automobile insurance / insurers	Commercial P&C
2015/I_HB_4890.html	MI	720-Information practices	Health
2015/I_HB_4890.html	MI	010-All/unspecified lines	Commercial P&C
2015/I_HB_4890.html	MI	840-Government agencies	Life
2015/I_HB_489_R_2.html	VT	010-All/unspecified lines	Commercial P&C
2015/I_HB_489_R_2.html	VT	160-Workers compensation insurance / insurers	Health
2015/I_HB_489_R_2.html	VT	580-Fees and taxes	Life
2015/I_HB_489_R_2.html	VT	840-Government agencies	Personal P&C
2015/I_HB_49.html	AL	840-Government agencies	
2015/I_HB_49.html	AL	580-Fees and taxes	Life
2015/I_HB_49.html	AL	500-Corporate organization and governance	Health
2015/I_HB_49.html	AL	010-All/unspecified lines	Commercial P&C
2015/I_HB_49.html	AK	800-Legal procedure / proceedings	Personal P&C
2015/I_HB_49.html	AK	640-General business / corporation law	Life
2015/I_HB_49.html	AL	960-Federal Law citations	
2015/I_HB_49.html	AL	620-Financial institutions	Personal P&C
2015/I_HB_49.html	AK	010-All/unspecified lines	Commercial P&C
2015/I_HB_49.html	AK	500-Corporate organization and governance	Health
2015/I_HB_4902.html	MI	160-Workers compensation insurance / insurers	Commercial P&C
2015/I_HB_4902.html	MI	300-The policy	
2015/I_HB_4907.html	MI	840-Government agencies	
2015/I_HB_4907.html	MI	760-Premium rates / rating organizations	
2015/I_HB_4907.html	MI	140-Automobile insurance / insurers	
2015/I_HB_4907.html	MI	100-Property and fire insurance / insurers	Personal P&C
2015/I_HB_491.html	FL	840-Government agencies	
2015/I_HB_491.html	FL	800-Legal procedure / proceedings	
2015/I_HB_491.html	FL	720-Information practices	
2015/I_HB_491.html	NM	010-All/unspecified lines	Commercial P&C
2015/I_HB_491.html	NM	140-Automobile insurance / insurers	Health
2015/I_HB_491.html	NM	560-Finance and investments	Life
2015/I_HB_491.html	FL	300-The policy	
2015/I_HB_491.html	NM	840-Government agencies	
2015/I_HB_491.html	NM	580-Fees and taxes	Personal P&C
2015/I_HB_491.html	FL	100-Property and fire insurance / insurers	Personal P&C
2015/I_HB_491.html	FL	004-Duedates	Commercial P&C
2015/I_HB_491.html	FL	700-Trade practices	
2015/I_HB_491.html	FL	580-Fees and taxes	
2015/I_HB_491.html	FL	450-Other representatives	
2015/I_HB_491.html	FL	400-Insurance representatives	
2015/I_HB_491.html	FL	360-Filing and reporting requirements	
2015/I_HB_492.html	GA	800-Legal procedure / proceedings	Life
2015/I_HB_492.html	GA	010-All/unspecified lines	Commercial P&C
2015/I_HB_492.html	GA	720-Information practices	Health
2015/I_HB_4933.html	MI	840-Government agencies	
2015/I_HB_4933.html	MI	720-Information practices	
2015/I_HB_4933.html	MI	800-Legal procedure / proceedings	
2015/I_HB_4933.html	MI	060-Health insurance / insurers	Health
2015/I_HB_4933.html	MI	065-Health service corporations	
2015/I_HB_4933.html	MI	960-Federal Law citations	
2015/I_HB_4933.html	MI	080-Group insurance (all lines)	
2015/I_HB_4933.html	MI	300-The policy	
2015/I_HB_4934.html	MI	140-Automobile insurance / insurers	
2015/I_HB_4934.html	MI	840-Government agencies	
2015/I_HB_4934.html	MI	080-Group insurance (all lines)	Personal P&C
2015/I_HB_4934.html	MI	065-Health service corporations	Commercial P&C
2015/I_HB_4934.html	MI	060-Health insurance / insurers	Health
2015/I_HB_4934.html	MI	300-The policy	
2015/I_HB_4935.html	MI	080-Group insurance (all lines)	
2015/I_HB_4935.html	MI	065-Health service corporations	
2015/I_HB_4935.html	MI	060-Health insurance / insurers	Health
2015/I_HB_4935.html	MI	720-Information practices	
2015/I_HB_4935.html	MI	960-Federal Law citations	
2015/I_HB_4935.html	MI	300-The policy	
2015/I_HB_4935.html	MI	800-Legal procedure / proceedings	
2015/I_HB_4935.html	MI	840-Government agencies	
2015/I_HB_4935.html	MI	580-Fees and taxes	
2015/I_HB_4935.html	MI	560-Finance and investments	
2015/I_HB_4938.html	MI	840-Government agencies	
2015/I_HB_4938.html	MI	800-Legal procedure / proceedings	Commercial P&C
2015/I_HB_4946.html	MI	300-The policy	
2015/I_HB_4946.html	MI	560-Finance and investments	
2015/I_HB_4946.html	MI	580-Fees and taxes	
2015/I_HB_4946.html	MI	800-Legal procedure / proceedings	
2015/I_HB_4946.html	MI	840-Government agencies	
2015/I_HB_4946.html	MI	140-Automobile insurance / insurers	Commercial P&C
2015/I_HB_495.html	FL	020-Life insurance / insurers	Health
2015/I_HB_495.html	MS	290-Self insurance / insurers	
2015/I_HB_495.html	FL	060-Health insurance / insurers	
2015/I_HB_495.html	FL	065-Health service corporations	
2015/I_HB_495.html	FL	080-Group insurance (all lines)	
2015/I_HB_495.html	FL	300-The policy	
2015/I_HB_495.html	FL	700-Trade practices	
2015/I_HB_495.html	FL	840-Government agencies	
2015/I_HB_495.html	FL	860-Fire Marshal	
2015/I_HB_495.html	MS	300-The policy	
2015/I_HB_495.html	MS	360-Filing and reporting requirements	
2015/I_HB_495.html	MS	800-Legal procedure / proceedings	
2015/I_HB_495.html	MS	840-Government agencies	
2015/I_HB_495.html	MS	960-Federal Law citations	
2015/I_HB_495.html	MS	160-Workers compensation insurance / insurers	Commercial P&C
2015/I_HB_495.html	FL	040-Annuities	Life
2015/I_HB_496.html	NC	720-Information practices	
2015/I_HB_496.html	NC	580-Fees and taxes	
2015/I_HB_496.html	NC	300-The policy	Personal P&C
2015/I_HB_496.html	NC	140-Automobile insurance / insurers	Commercial P&C
2015/I_HB_4968.html	MI	300-The policy	
2015/I_HB_4968.html	MI	080-Group insurance (all lines)	
2015/I_HB_4968.html	MI	065-Health service corporations	
2015/I_HB_4968.html	MI	320-Mandated health benefits	
2015/I_HB_4968.html	MI	060-Health insurance / insurers	Health
2015/I_HB_497.html	IL	080-Group insurance (all lines)	
2015/I_HB_497.html	NC	760-Premium rates / rating organizations	
2015/I_HB_497.html	LA	100-Property and fire insurance / insurers	Commercial P&C
2015/I_HB_497.html	LA	120-Casualty and liability insurance / insurers	Personal P&C
2015/I_HB_497.html	LA	580-Fees and taxes	
2015/I_HB_497.html	LA	800-Legal procedure / proceedings	
2015/I_HB_497.html	LA	840-Government agencies	
2015/I_HB_497.html	IL	065-Health service corporations	Health
2015/I_HB_497.html	NC	840-Government agencies	
2015/I_HB_497.html	IL	300-The policy	
2015/I_HB_497.html	IL	800-Legal procedure / proceedings	
2015/I_HB_497.html	NC	140-Automobile insurance / insurers	Commercial P&C
2015/I_HB_497.html	NC	300-The policy	Personal P&C
2015/I_HB_497.html	NC	360-Filing and reporting requirements	
2015/I_HB_497.html	NC	720-Information practices	
2015/I_HB_4971.html	MI	300-The policy	Personal P&C
2015/I_HB_4971.html	MI	140-Automobile insurance / insurers	Commercial P&C
2015/I_HB_498.html	MT	720-Information practices	
2015/I_HB_498.html	MT	300-The policy	
2015/I_HB_498.html	LA	060-Health insurance / insurers	Health
2015/I_HB_498.html	LA	065-Health service corporations	
2015/I_HB_498.html	LA	080-Group insurance (all lines)	
2015/I_HB_498.html	LA	300-The policy	
2015/I_HB_498.html	LA	720-Information practices	
2015/I_HB_498.html	LA	840-Government agencies	
2015/I_HB_498.html	NC	140-Automobile insurance / insurers	Commercial P&C
2015/I_HB_498.html	NC	300-The policy	Personal P&C
2015/I_HB_498.html	NC	360-Filing and reporting requirements	
2015/I_HB_498.html	NC	760-Premium rates / rating organizations	
2015/I_HB_498.html	NC	800-Legal procedure / proceedings	
2015/I_HB_498.html	NC	840-Government agencies	
2015/I_HB_498.html	MT	060-Health insurance / insurers	Health
2015/I_HB_498.html	MT	065-Health service corporations	
2015/I_HB_498.html	MT	080-Group insurance (all lines)	
2015/I_HB_498.html	MT	840-Government agencies	
